Hora;Precios_Mercado(euro/MW);Precio_CO2(euro/Tn);Demanda(GWh);Temperatura_max(.C);Temperatura_min(.C);Precipitacion(l/m2);Velocidad_media(km/h);Irradiancia (W/m2)
10;46.95;30.11;48.05;17.4;8.9;1.4;21.96;82
11;46.95;30.11;48.05;17.4;8.9;1.4;21.96;93
12;44.75;30.11;48.05;17.4;8.9;1.4;21.96;93
13;43.77;30.11;48.05;17.4;8.9;1.4;21.96;213
14;44.75;30.11;32.03;17.4;8.9;1.4;21.96;89
15;44.07;30.11;32.03;17.4;8.9;1.4;21.96;139
16;41.53;30.11;32.03;17.4;8.9;1.4;21.96;96
17;43.77;30.11;48.05;17.4;8.9;1.4;21.96;26.47
18;47.11;30.11;48.05;17.4;8.9;1.4;21.96;0
19;49.95;30.11;48.05;17.4;8.9;1.4;21.96;0
20;50.67;30.11;32.03;17.4;8.9;1.4;21.96;0
21;51.05;30.11;32.03;17.4;8.9;1.4;21.96;0
22;49.78;30.11;32.03;17.4;8.9;1.4;21.96;0
23;48.42;30.11;32.03;17.4;8.9;1.4;21.96;0
0;45.97;30.11;14.62;17.4;7.4;0;25.92;0
1;41.12;30.11;14.62;17.4;7.4;0;25.92;0
2;35.3;30.11;14.62;17.4;7.4;0;25.92;0
3;33.6;30.11;14.62;17.4;7.4;0;25.92;0
4;31.49;30.11;14.62;17.4;7.4;0;25.92;0
5;30.1;30.11;14.62;17.4;7.4;0;25.92;0
6;30.03;30.11;14.62;17.4;7.4;0;25.92;0
7;30.5;30.11;14.62;17.4;7.4;0;25.92;0
8;31.6;30.11;29.24;17.4;7.4;0;25.92;0
9;33.99;30.11;29.24;17.4;7.4;0;25.92;91
10;36.01;30.11;43.86;17.4;7.4;0;25.92;209
11;40.09;30.11;43.86;17.4;7.4;0;25.92;173
12;41.53;30.11;43.86;17.4;7.4;0;25.92;122
13;36.95;30.11;43.86;17.4;7.4;0;25.92;253
14;38.05;30.11;29.24;17.4;7.4;0;25.92;313
15;40.04;30.11;29.24;17.4;7.4;0;25.92;113
16;37.35;30.11;29.24;17.4;7.4;0;25.92;175.01
17;43.4;30.11;43.86;17.4;7.4;0;25.92;34.86
18;46.95;30.11;43.86;17.4;7.4;0;25.92;0
19;50.25;30.11;43.86;17.4;7.4;0;25.92;0
20;52.23;30.11;29.24;17.4;7.4;0;25.92;0
21;53.01;30.11;29.24;17.4;7.4;0;25.92;0
22;50.7;30.11;29.24;17.4;7.4;0;25.92;0
23;48.42;30.11;29.24;17.4;7.4;0;25.92;0
0;46.95;30.11;13.64;18.8;10.9;0;29.16;0
1;36.25;30.11;13.64;18.8;10.9;0;29.16;0
2;34.15;30.11;13.64;18.8;10.9;0;29.16;0
3;30.1;30.11;13.64;18.8;10.9;0;29.16;0
4;28.68;30.11;13.64;18.8;10.9;0;29.16;0
5;28.1;30.11;13.64;18.8;10.9;0;29.16;0
6;28.78;30.11;13.64;18.8;10.9;0;29.16;0
7;30.5;30.11;13.64;18.8;10.9;0;29.16;0
8;34.98;30.11;27.28;18.8;10.9;0;29.16;0
9;36.4;30.11;27.28;18.8;10.9;0;29.16;119.01
10;41.45;30.11;40.92;18.8;10.9;0;29.16;272.01
11;43.77;30.11;40.92;18.8;10.9;0;29.16;397.01
12;41.45;30.11;40.92;18.8;10.9;0;29.16;468.01
13;38.95;30.11;40.92;18.8;10.9;0;29.16;346.01
14;40.95;30.11;27.28;18.8;10.9;0;29.16;434.01
15;40.00;30.11;27.28;18.8;10.9;0;29.16;300.01
16;36.2;30.11;27.28;18.8;10.9;0;29.16;194.01
17;36.25;30.11;40.92;18.8;10.9;0;29.16;46.49
18;42.19;30.11;40.92;18.8;10.9;0;29.16;0
19;45.75;30.11;40.92;18.8;10.9;0;29.16;0
20;46.27;30.11;27.28;18.8;10.9;0;29.16;0
21;47.36;30.11;27.28;18.8;10.9;0;29.16;0
22;45.95;30.11;27.28;18.8;10.9;0;29.16;0
23;43.4;30.11;27.28;18.8;10.9;0;29.16;0
0;34.5;29.62;14.39;23;15;1.2;29.16;0
1;26.99;29.62;14.39;23;15;1.2;29.16;0
2;11.1;29.62;14.39;23;15;1.2;29.16;0
3;3.99;29.62;14.39;23;15;1.2;29.16;0
4;1.95;29.62;14.39;23;15;1.2;29.16;0
5;1.95;29.62;14.39;23;15;1.2;29.16;0
6;1.95;29.62;14.39;23;15;1.2;29.16;0
7;2.49;29.62;14.39;23;15;1.2;29.16;0
8;4.00;29.62;28.78;23;15;1.2;29.16;0
9;16.03;29.62;28.78;23;15;1.2;29.16;105
10;29.5;29.62;43.17;23;15;1.2;29.16;246.01
11;31.75;29.62;43.17;23;15;1.2;29.16;349.01
12;31.1;29.62;43.17;23;15;1.2;29.16;405.01
13;28.4;29.62;43.17;23;15;1.2;29.16;415.01
14;33.18;29.62;28.78;23;15;1.2;29.16;375.01
15;33.65;29.62;28.78;23;15;1.2;29.16;189
16;30.2;29.62;28.78;23;15;1.2;29.16;127
17;33.65;29.62;43.17;23;15;1.2;29.16;41.12
18;40.00;29.62;43.17;23;15;1.2;29.16;0
19;47.45;29.62;43.17;23;15;1.2;29.16;0
20;49.48;29.62;28.78;23;15;1.2;29.16;0
21;51.44;29.62;28.78;23;15;1.2;29.16;0
22;51.43;29.62;28.78;23;15;1.2;29.16;0
23;50.46;29.62;28.78;23;15;1.2;29.16;0
0;47.45;29.57;13.99;20.5;13;0;29.16;0
1;44.65;29.57;13.99;20.5;13;0;29.16;0
2;41.37;29.57;13.99;20.5;13;0;29.16;0
3;38.94;29.57;13.99;20.5;13;0;29.16;0
4;36.19;29.57;13.99;20.5;13;0;29.16;0
5;36.4;29.57;13.99;20.5;13;0;29.16;0
6;40.91;29.57;13.99;20.5;13;0;29.16;0
7;47.86;29.57;13.99;20.5;13;0;29.16;0
8;51.74;29.57;27.98;20.5;13;0;29.16;0
9;54.2;29.57;27.98;20.5;13;0;29.16;105.01
10;54.25;29.57;41.97;20.5;13;0;29.16;233.01
11;53.01;29.57;41.97;20.5;13;0;29.16;343.01
12;50.14;29.57;41.97;20.5;13;0;29.16;409.01
13;49.45;29.57;41.97;20.5;13;0;29.16;375.01
14;49.07;29.57;27.98;20.5;13;0;29.16;371.01
15;46.48;29.57;27.98;20.5;13;0;29.16;344.01
16;46.48;29.57;27.98;20.5;13;0;29.16;215.01
17;49.45;29.57;41.97;20.5;13;0;29.16;41.92
18;53.32;29.57;41.97;20.5;13;0;29.16;0
19;54.68;29.57;41.97;20.5;13;0;29.16;0
20;54.68;29.57;27.98;20.5;13;0;29.16;0
21;54.05;29.57;27.98;20.5;13;0;29.16;0
22;51.01;29.57;27.98;20.5;13;0;29.16;0
23;45.02;29.57;27.98;20.5;13;0;29.16;0
0;37.05;29.7;16.26;22;10.7;0;23.04;0
1;34.15;29.7;16.26;22;10.7;0;23.04;0
2;32.89;29.7;16.26;22;10.7;0;23.04;0
3;31.25;29.7;16.26;22;10.7;0;23.04;0
4;30.00;29.7;16.26;22;10.7;0;23.04;0
5;29.5;29.7;16.26;22;10.7;0;23.04;0
6;31.25;29.7;16.26;22;10.7;0;23.04;0
7;33.55;29.7;16.26;22;10.7;0;23.04;0
8;44.62;29.7;32.52;22;10.7;0;23.04;0
9;47.05;29.7;32.52;22;10.7;0;23.04;94
10;49.16;29.7;48.78;22;10.7;0;23.04;173
11;49.45;29.7;48.78;22;10.7;0;23.04;226
12;49.16;29.7;48.78;22;10.7;0;23.04;449.01
13;48.29;29.7;48.78;22;10.7;0;23.04;438.01
14;46.51;29.7;32.52;22;10.7;0;23.04;356.01
15;45.97;29.7;32.52;22;10.7;0;23.04;104
16;46.19;29.7;32.52;22;10.7;0;23.04;93
17;46.36;29.7;48.78;22;10.7;0;23.04;37.54
18;48.2;29.7;48.78;22;10.7;0;23.04;0
19;51.49;29.7;48.78;22;10.7;0;23.04;0
20;52.16;29.7;32.52;22;10.7;0;23.04;0
21;52.53;29.7;32.52;22;10.7;0;23.04;0
22;50.65;29.7;32.52;22;10.7;0;23.04;0
23;47.86;29.7;32.52;22;10.7;0;23.04;0
0;43.77;30.9;16.36;17.3;10.3;0;23.04;0
1;32.5;30.9;16.36;17.3;10.3;0;23.04;0
2;30.00;30.9;16.36;17.3;10.3;0;23.04;0
3;25.99;30.9;16.36;17.3;10.3;0;23.04;0
4;22.00;30.9;16.36;17.3;10.3;0;23.04;0
5;19.5;30.9;16.36;17.3;10.3;0;23.04;0
6;25.01;30.9;16.36;17.3;10.3;0;23.04;0
7;29.25;30.9;16.36;17.3;10.3;0;23.04;0
8;33.6;30.9;32.71;17.3;10.3;0;23.04;0
9;43.51;30.9;32.71;17.3;10.3;0;23.04;85
10;44.45;30.9;49.07;17.3;10.3;0;23.04;158
11;44.45;30.9;49.07;17.3;10.3;0;23.04;206
12;43.65;30.9;49.07;17.3;10.3;0;23.04;269
13;43.05;30.9;49.07;17.3;10.3;0;23.04;427.01
14;42.51;30.9;32.71;17.3;10.3;0;23.04;408.01
15;40.55;30.9;32.71;17.3;10.3;0;23.04;294.01
16;38.00;30.9;32.71;17.3;10.3;0;23.04;158
17;39.9;30.9;49.07;17.3;10.3;0;23.04;42.89
18;41.41;30.9;49.07;17.3;10.3;0;23.04;0
19;44.45;30.9;49.07;17.3;10.3;0;23.04;0
20;45.02;30.9;32.71;17.3;10.3;0;23.04;0
21;45.5;30.9;32.71;17.3;10.3;0;23.04;0
22;45.01;30.9;32.71;17.3;10.3;0;23.04;0
23;41.41;30.9;32.71;17.3;10.3;0;23.04;0
0;33.2;30.48;15.88;20.1;9.9;0;29.16;0
1;30.65;30.48;15.88;20.1;9.9;0;29.16;0
2;28.19;30.48;15.88;20.1;9.9;0;29.16;0
3;20.00;30.48;15.88;20.1;9.9;0;29.16;0
4;16.09;30.48;15.88;20.1;9.9;0;29.16;0
5;17.78;30.48;15.88;20.1;9.9;0;29.16;0
6;19.29;30.48;15.88;20.1;9.9;0;29.16;0
7;24.49;30.48;15.88;20.1;9.9;0;29.16;0
8;27.53;30.48;31.75;20.1;9.9;0;29.16;0
9;30.39;30.48;31.75;20.1;9.9;0;29.16;107.01
10;38.25;30.48;47.63;20.1;9.9;0;29.16;245.01
11;42.07;30.48;47.63;20.1;9.9;0;29.16;383.01
12;37.41;30.48;47.63;20.1;9.9;0;29.16;461.01
13;34.03;30.48;47.63;20.1;9.9;0;29.16;477.02
14;39.15;30.48;31.75;20.1;9.9;0;29.16;440.01
15;41.55;30.48;31.75;20.1;9.9;0;29.16;346.01
16;38.9;30.48;31.75;20.1;9.9;0;29.16;206.01
17;43.77;30.48;47.63;20.1;9.9;0;29.16;43.58
18;46.27;30.48;47.63;20.1;9.9;0;29.16;0
19;50.85;30.48;47.63;20.1;9.9;0;29.16;0
20;53.5;30.48;31.75;20.1;9.9;0;29.16;0
21;50.85;30.48;31.75;20.1;9.9;0;29.16;0
22;47.73;30.48;31.75;20.1;9.9;0;29.16;0
23;47.03;30.48;31.75;20.1;9.9;0;29.16;0
0;44.62;30.48;13.84;18.5;8;0;19.08;0
1;42.99;30.48;13.84;18.5;8;0;19.08;0
2;40.6;30.48;13.84;18.5;8;0;19.08;0
3;33.67;30.48;13.84;18.5;8;0;19.08;0
4;32.89;30.48;13.84;18.5;8;0;19.08;0
5;32.6;30.48;13.84;18.5;8;0;19.08;0
6;32.6;30.48;13.84;18.5;8;0;19.08;0
7;33.59;30.48;13.84;18.5;8;0;19.08;0
8;34.07;30.48;27.68;18.5;8;0;19.08;0
9;41.46;30.48;27.68;18.5;8;0;19.08;103.01
10;45.01;30.48;41.52;18.5;8;0;19.08;254.01
11;46.53;30.48;41.52;18.5;8;0;19.08;381.01
12;48.05;30.48;41.52;18.5;8;0;19.08;459.01
13;48.05;30.48;41.52;18.5;8;0;19.08;476.02
14;46.45;30.48;27.68;18.5;8;0;19.08;439.01
15;44.43;30.48;27.68;18.5;8;0;19.08;345.01
16;43.74;30.48;27.68;18.5;8;0;19.08;206.01
17;45.51;30.48;41.52;18.5;8;0;19.08;43.6
18;51.05;30.48;41.52;18.5;8;0;19.08;0
19;53.00;30.48;41.52;18.5;8;0;19.08;0
20;52.13;30.48;27.68;18.5;8;0;19.08;0
21;49.73;30.48;27.68;18.5;8;0;19.08;0
22;47.86;30.48;27.68;18.5;8;0;19.08;0
23;46.36;30.48;27.68;18.5;8;0;19.08;0
0;44.25;30.48;12.99;19.1;8.8;0;12.96;0
1;34.01;30.48;12.99;19.1;8.8;0;12.96;0
2;32.23;30.48;12.99;19.1;8.8;0;12.96;0
3;30.43;30.48;12.99;19.1;8.8;0;12.96;0
4;29.5;30.48;12.99;19.1;8.8;0;12.96;0
5;30.05;30.48;12.99;19.1;8.8;0;12.96;0
6;31.89;30.48;12.99;19.1;8.8;0;12.96;0
7;39.87;30.48;12.99;19.1;8.8;0;12.96;0
8;51.82;30.48;25.99;19.1;8.8;0;12.96;0
9;53.88;30.48;25.99;19.1;8.8;0;12.96;101.01
10;55.5;30.48;38.98;19.1;8.8;0;12.96;252.01
11;54.46;30.48;38.98;19.1;8.8;0;12.96;377.01
12;54.05;30.48;38.98;19.1;8.8;0;12.96;455.01
13;53.42;30.48;38.98;19.1;8.8;0;12.96;477.02
14;52.86;30.48;25.99;19.1;8.8;0;12.96;434.01
15;51.82;30.48;25.99;19.1;8.8;0;12.96;334.01
16;51.8;30.48;25.99;19.1;8.8;0;12.96;205.01
17;51.84;30.48;38.98;19.1;8.8;0;12.96;43.75
18;53.02;30.48;38.98;19.1;8.8;0;12.96;0
19;54.95;30.48;38.98;19.1;8.8;0;12.96;0
20;56.02;30.48;25.99;19.1;8.8;0;12.96;0
21;55.53;30.48;25.99;19.1;8.8;0;12.96;0
22;48.62;30.48;25.99;19.1;8.8;0;12.96;0
23;44.62;30.48;25.99;19.1;8.8;0;12.96;0
0;43.68;30.81;15.36;19.2;8.5;0;1.08;0
1;40.36;30.81;15.36;19.2;8.5;0;1.08;0
2;37.99;30.81;15.36;19.2;8.5;0;1.08;0
3;35.4;30.81;15.36;19.2;8.5;0;1.08;0
4;34.00;30.81;15.36;19.2;8.5;0;1.08;0
5;35.28;30.81;15.36;19.2;8.5;0;1.08;0
6;39.04;30.81;15.36;19.2;8.5;0;1.08;0
7;45.19;30.81;15.36;19.2;8.5;0;1.08;0
8;54.65;30.81;30.72;19.2;8.5;0;1.08;0
9;56.00;30.81;30.72;19.2;8.5;0;1.08;65
10;56.00;30.81;46.08;19.2;8.5;0;1.08;156
11;55.45;30.81;46.08;19.2;8.5;0;1.08;310.01
12;53.3;30.81;46.08;19.2;8.5;0;1.08;444.01
13;51.49;30.81;46.08;19.2;8.5;0;1.08;328
14;50.36;30.81;30.72;19.2;8.5;0;1.08;350.01
15;48.82;30.81;30.72;19.2;8.5;0;1.08;310.01
16;50.01;30.81;30.72;19.2;8.5;0;1.08;184.01
17;51.86;30.81;46.08;19.2;8.5;0;1.08;41.97
18;54.6;30.81;46.08;19.2;8.5;0;1.08;0
19;56.98;30.81;46.08;19.2;8.5;0;1.08;0
20;60.19;30.81;30.72;19.2;8.5;0;1.08;0
21;58.04;30.81;30.72;19.2;8.5;0;1.08;0
22;53.3;30.81;30.72;19.2;8.5;0;1.08;0
23;49.97;30.81;30.72;19.2;8.5;0;1.08;0
0;45.74;31.99;15.51;19.6;7.7;0;20.16;0
1;37.00;31.99;15.51;19.6;7.7;0;20.16;0
2;35.44;31.99;15.51;19.6;7.7;0;20.16;0
3;33.69;31.99;15.51;19.6;7.7;0;20.16;0
4;31.28;31.99;15.51;19.6;7.7;0;20.16;0
5;31.99;31.99;15.51;19.6;7.7;0;20.16;0
6;33.00;31.99;15.51;19.6;7.7;0;20.16;0
7;36.37;31.99;15.51;19.6;7.7;0;20.16;0
8;51.74;31.99;31.01;19.6;7.7;0;20.16;0
9;53.48;31.99;31.01;19.6;7.7;0;20.16;88
10;55.49;31.99;46.52;19.6;7.7;0;20.16;187
11;55.05;31.99;46.52;19.6;7.7;0;20.16;219
12;54.65;31.99;46.52;19.6;7.7;0;20.16;118
13;54.79;31.99;46.52;19.6;7.7;0;20.16;93
14;54.48;31.99;31.01;19.6;7.7;0;20.16;164
15;54.14;31.99;31.01;19.6;7.7;0;20.16;147
16;53.75;31.99;31.01;19.6;7.7;0;20.16;123
17;55.22;31.99;46.52;19.6;7.7;0;20.16;39.77
18;57.65;31.99;46.52;19.6;7.7;0;20.16;0
19;62.02;31.99;46.52;19.6;7.7;0;20.16;0
20;61.57;31.99;31.01;19.6;7.7;0;20.16;0
21;58.05;31.99;31.01;19.6;7.7;0;20.16;0
22;56.3;31.99;31.01;19.6;7.7;0;20.16;0
23;53.81;31.99;31.01;19.6;7.7;0;20.16;0
0;53.3;31.64;15.8;19.8;9.4;0.2;5.04;0
1;50.25;31.64;15.8;19.8;9.4;0.2;5.04;0
2;47.33;31.64;15.8;19.8;9.4;0.2;5.04;0
3;45.02;31.64;15.8;19.8;9.4;0.2;5.04;0
4;44.62;31.64;15.8;19.8;9.4;0.2;5.04;0
5;45.02;31.64;15.8;19.8;9.4;0.2;5.04;0
6;46.51;31.64;15.8;19.8;9.4;0.2;5.04;0
7;50.5;31.64;15.8;19.8;9.4;0.2;5.04;0
8;59.45;31.64;31.6;19.8;9.4;0.2;5.04;0
9;62.05;31.64;31.6;19.8;9.4;0.2;5.04;65
10;63.3;31.64;47.41;19.8;9.4;0.2;5.04;111
11;62.25;31.64;47.41;19.8;9.4;0.2;5.04;69
12;61.05;31.64;47.41;19.8;9.4;0.2;5.04;136
13;60.24;31.64;47.41;19.8;9.4;0.2;5.04;118
14;60.00;31.64;31.6;19.8;9.4;0.2;5.04;238
15;58.16;31.64;31.6;19.8;9.4;0.2;5.04;186
16;59.45;31.64;31.6;19.8;9.4;0.2;5.04;106
17;60.82;31.64;47.41;19.8;9.4;0.2;5.04;33.68
18;63.97;31.64;47.41;19.8;9.4;0.2;5.04;0
19;68.9;31.64;47.41;19.8;9.4;0.2;5.04;0
20;66.24;31.64;31.6;19.8;9.4;0.2;5.04;0
21;61.98;31.64;31.6;19.8;9.4;0.2;5.04;0
22;60.81;31.64;31.6;19.8;9.4;0.2;5.04;0
23;57.93;31.64;31.6;19.8;9.4;0.2;5.04;0
0;49.07;31.83;15.77;20.3;8.1;0;2.88;0
1;46.51;31.83;15.77;20.3;8.1;0;2.88;0
2;44.62;31.83;15.77;20.3;8.1;0;2.88;0
3;43.00;31.83;15.77;20.3;8.1;0;2.88;0
4;36.9;31.83;15.77;20.3;8.1;0;2.88;0
5;36.5;31.83;15.77;20.3;8.1;0;2.88;0
6;37.5;31.83;15.77;20.3;8.1;0;2.88;0
7;43.77;31.83;15.77;20.3;8.1;0;2.88;0
8;56.39;31.83;31.54;20.3;8.1;0;2.88;0
9;58.6;31.83;31.54;20.3;8.1;0;2.88;12
10;58.91;31.83;47.31;20.3;8.1;0;2.88;28
11;58.3;31.83;47.31;20.3;8.1;0;2.88;117
12;57.48;31.83;47.31;20.3;8.1;0;2.88;131
13;55.98;31.83;47.31;20.3;8.1;0;2.88;74
14;53.7;31.83;31.54;20.3;8.1;0;2.88;104
15;48.29;31.83;31.54;20.3;8.1;0;2.88;55
16;48.29;31.83;31.54;20.3;8.1;0;2.88;97
17;49.04;31.83;47.31;20.3;8.1;0;2.88;38.7
18;53.98;31.83;47.31;20.3;8.1;0;2.88;0
19;57.33;31.83;47.31;20.3;8.1;0;2.88;0
20;55.68;31.83;31.54;20.3;8.1;0;2.88;0
21;52.00;31.83;31.54;20.3;8.1;0;2.88;0
22;47.05;31.83;31.54;20.3;8.1;0;2.88;0
23;41.29;31.83;31.54;20.3;8.1;0;2.88;0
0;37.55;30.92;15.69;18.8;9.1;0;5.04;0
1;37.5;30.92;15.69;18.8;9.1;0;5.04;0
2;34.96;30.92;15.69;18.8;9.1;0;5.04;0
3;32.5;30.92;15.69;18.8;9.1;0;5.04;0
4;31.00;30.92;15.69;18.8;9.1;0;5.04;0
5;31.08;30.92;15.69;18.8;9.1;0;5.04;0
6;32.7;30.92;15.69;18.8;9.1;0;5.04;0
7;34.00;30.92;15.69;18.8;9.1;0;5.04;0
8;35.1;30.92;31.37;18.8;9.1;0;5.04;0
9;42.65;30.92;31.37;18.8;9.1;0;5.04;51
10;45.5;30.92;47.06;18.8;9.1;0;5.04;102
11;48.29;30.92;47.06;18.8;9.1;0;5.04;249
12;49.51;30.92;47.06;18.8;9.1;0;5.04;383.01
13;46.59;30.92;47.06;18.8;9.1;0;5.04;145
14;48.29;30.92;31.37;18.8;9.1;0;5.04;194
15;50.09;30.92;31.37;18.8;9.1;0;5.04;159
16;47.4;30.92;31.37;18.8;9.1;0;5.04;40
17;46.27;30.92;47.06;18.8;9.1;0;5.04;32.3
18;50.55;30.92;47.06;18.8;9.1;0;5.04;0
19;53.16;30.92;47.06;18.8;9.1;0;5.04;0
20;53.8;30.92;31.37;18.8;9.1;0;5.04;0
21;54.3;30.92;31.37;18.8;9.1;0;5.04;0
22;54.2;30.92;31.37;18.8;9.1;0;5.04;0
23;52.5;30.92;31.37;18.8;9.1;0;5.04;0
0;50.36;30.92;14.09;22.5;8.3;0;16.92;0
1;46.65;30.92;14.09;22.5;8.3;0;16.92;0
2;42.55;30.92;14.09;22.5;8.3;0;16.92;0
3;35.89;30.92;14.09;22.5;8.3;0;16.92;0
4;34.6;30.92;14.09;22.5;8.3;0;16.92;0
5;34.99;30.92;14.09;22.5;8.3;0;16.92;0
6;34.8;30.92;14.09;22.5;8.3;0;16.92;0
7;34.6;30.92;14.09;22.5;8.3;0;16.92;0
8;34.4;30.92;28.19;22.5;8.3;0;16.92;0
9;37.87;30.92;28.19;22.5;8.3;0;16.92;46
10;45.19;30.92;42.28;22.5;8.3;0;16.92;194.01
11;46.05;30.92;42.28;22.5;8.3;0;16.92;161
12;46.51;30.92;42.28;22.5;8.3;0;16.92;209
13;48.29;30.92;42.28;22.5;8.3;0;16.92;127
14;45.1;30.92;28.19;22.5;8.3;0;16.92;79
15;42.9;30.92;28.19;22.5;8.3;0;16.92;124
16;42.55;30.92;28.19;22.5;8.3;0;16.92;191.01
17;44.31;30.92;42.28;22.5;8.3;0;16.92;46.12
18;50.3;30.92;42.28;22.5;8.3;0;16.92;0
19;52.49;30.92;42.28;22.5;8.3;0;16.92;0
20;52.81;30.92;28.19;22.5;8.3;0;16.92;0
21;51.31;30.92;28.19;22.5;8.3;0;16.92;0
22;50.36;30.92;28.19;22.5;8.3;0;16.92;0
23;47.4;30.92;28.19;22.5;8.3;0;16.92;0
0;40.2;30.92;13.03;16.7;8.7;0;6.12;0
1;39.3;30.92;13.03;16.7;8.7;0;6.12;0
2;34.8;30.92;13.03;16.7;8.7;0;6.12;0
3;33.65;30.92;13.03;16.7;8.7;0;6.12;0
4;32.93;30.92;13.03;16.7;8.7;0;6.12;0
5;33.65;30.92;13.03;16.7;8.7;0;6.12;0
6;37.98;30.92;13.03;16.7;8.7;0;6.12;0
7;44.26;30.92;13.03;16.7;8.7;0;6.12;0
8;50.46;30.92;26.06;16.7;8.7;0;6.12;0
9;53.68;30.92;26.06;16.7;8.7;0;6.12;87.01
10;53.68;30.92;39.09;16.7;8.7;0;6.12;246.01
11;53.68;30.92;39.09;16.7;8.7;0;6.12;369.01
12;53.16;30.92;39.09;16.7;8.7;0;6.12;414.01
13;53.52;30.92;39.09;16.7;8.7;0;6.12;473.02
14;52.26;30.92;26.06;16.7;8.7;0;6.12;438.01
15;49.05;30.92;26.06;16.7;8.7;0;6.12;334.01
16;45.48;30.92;26.06;16.7;8.7;0;6.12;155
17;45.26;30.92;39.09;16.7;8.7;0;6.12;37.05
18;50.95;30.92;39.09;16.7;8.7;0;6.12;0
19;53.46;30.92;39.09;16.7;8.7;0;6.12;0
20;53.03;30.92;26.06;16.7;8.7;0;6.12;0
21;53.16;30.92;26.06;16.7;8.7;0;6.12;0
22;52.26;30.92;26.06;16.7;8.7;0;6.12;0
23;49.22;30.92;26.06;16.7;8.7;0;6.12;0
0;44.01;30.48;15.17;14.7;7.6;0.7;5.04;0
1;46.27;30.48;15.17;14.7;7.6;0.7;5.04;0
2;42.05;30.48;15.17;14.7;7.6;0.7;5.04;0
3;36.91;30.48;15.17;14.7;7.6;0.7;5.04;0
4;35.1;30.48;15.17;14.7;7.6;0.7;5.04;0
5;35.00;30.48;15.17;14.7;7.6;0.7;5.04;0
6;36.91;30.48;15.17;14.7;7.6;0.7;5.04;0
7;43.05;30.48;15.17;14.7;7.6;0.7;5.04;0
8;50.5;30.48;30.34;14.7;7.6;0.7;5.04;0
9;51.98;30.48;30.34;14.7;7.6;0.7;5.04;87.01
10;51.84;30.48;45.51;14.7;7.6;0.7;5.04;229.01
11;50.95;30.48;45.51;14.7;7.6;0.7;5.04;352.01
12;47.24;30.48;45.51;14.7;7.6;0.7;5.04;428.01
13;46.27;30.48;45.51;14.7;7.6;0.7;5.04;466.01
14;46.27;30.48;30.34;14.7;7.6;0.7;5.04;440.01
15;45.72;30.48;30.34;14.7;7.6;0.7;5.04;344.01
16;44.95;30.48;30.34;14.7;7.6;0.7;5.04;211.01
17;49.05;30.48;45.51;14.7;7.6;0.7;5.04;52.1
18;53.24;30.48;45.51;14.7;7.6;0.7;5.04;0
19;54.15;30.48;45.51;14.7;7.6;0.7;5.04;0
20;53.9;30.48;30.34;14.7;7.6;0.7;5.04;0
21;53.7;30.48;30.34;14.7;7.6;0.7;5.04;0
22;52.36;30.48;30.34;14.7;7.6;0.7;5.04;0
23;50.57;30.48;30.34;14.7;7.6;0.7;5.04;0
0;43.05;30.89;15.15;15.5;5.4;0;5.04;0
1;38.6;30.89;15.15;15.5;5.4;0;5.04;0
2;34.2;30.89;15.15;15.5;5.4;0;5.04;0
3;33.5;30.89;15.15;15.5;5.4;0;5.04;0
4;31.91;30.89;15.15;15.5;5.4;0;5.04;0
5;31.91;30.89;15.15;15.5;5.4;0;5.04;0
6;32.9;30.89;15.15;15.5;5.4;0;5.04;0
7;36.07;30.89;15.15;15.5;5.4;0;5.04;0
8;47.05;30.89;30.29;15.5;5.4;0;5.04;0
9;52.36;30.89;30.29;15.5;5.4;0;5.04;72
10;53.14;30.89;45.44;15.5;5.4;0;5.04;240.01
11;53.01;30.89;45.44;15.5;5.4;0;5.04;372.01
12;52.36;30.89;45.44;15.5;5.4;0;5.04;450.01
13;53.00;30.89;45.44;15.5;5.4;0;5.04;461.01
14;50.95;30.89;30.29;15.5;5.4;0;5.04;351.01
15;49.12;30.89;30.29;15.5;5.4;0;5.04;287.01
16;49.5;30.89;30.29;15.5;5.4;0;5.04;144
17;49.18;30.89;45.44;15.5;5.4;0;5.04;38.76
18;52.08;30.89;45.44;15.5;5.4;0;5.04;0
19;53.00;30.89;45.44;15.5;5.4;0;5.04;0
20;53.3;30.89;30.29;15.5;5.4;0;5.04;0
21;53.35;30.89;30.29;15.5;5.4;0;5.04;0
22;52.62;30.89;30.29;15.5;5.4;0;5.04;0
23;50.53;30.89;30.29;15.5;5.4;0;5.04;0
0;47.5;31.45;14.68;16.6;3.4;0;6.84;0
1;42.34;31.45;14.68;16.6;3.4;0;6.84;0
2;35.36;31.45;14.68;16.6;3.4;0;6.84;0
3;34.00;31.45;14.68;16.6;3.4;0;6.84;0
4;32.5;31.45;14.68;16.6;3.4;0;6.84;0
5;32.3;31.45;14.68;16.6;3.4;0;6.84;0
6;32.1;31.45;14.68;16.6;3.4;0;6.84;0
7;32.4;31.45;14.68;16.6;3.4;0;6.84;0
8;34.83;31.45;29.36;16.6;3.4;0;6.84;0
9;41.05;31.45;29.36;16.6;3.4;0;6.84;85.01
10;46.68;31.45;44.03;16.6;3.4;0;6.84;235.01
11;46.95;31.45;44.03;16.6;3.4;0;6.84;369.01
