Hora;Precios_Mercado(euro/MW);Precio_CO2(euro/Tn);Demanda(GWh);Temperatura_max(.C);Temperatura_min(.C);Precipitacion(l/m2);Velocidad_media(km/h);Irradiancia (W/m2)
4;14.00;25.33;13.87;14.3;6.6;21.2;23.04;0
5;14.00;25.33;13.87;14.3;6.6;21.2;23.04;0
6;21.01;25.33;13.87;14.3;6.6;21.2;23.04;0
7;28.51;25.33;13.87;14.3;6.6;21.2;23.04;0
8;37.21;25.33;27.73;14.3;6.6;21.2;23.04;0
9;39.93;25.33;27.73;14.3;6.6;21.2;23.04;76
10;43.01;25.33;41.6;14.3;6.6;21.2;23.04;240.01
11;42.01;25.33;41.6;14.3;6.6;21.2;23.04;386.01
12;39.85;25.33;41.6;14.3;6.6;21.2;23.04;464.01
13;39.69;25.33;41.6;14.3;6.6;21.2;23.04;481.01
14;39.98;25.33;27.73;14.3;6.6;21.2;23.04;490.01
15;39.23;25.33;27.73;14.3;6.6;21.2;23.04;377.01
16;38.93;25.33;27.73;14.3;6.6;21.2;23.04;257.01
17;39.36;25.33;41.6;14.3;6.6;21.2;23.04;100
18;39.85;25.33;41.6;14.3;6.6;21.2;23.04;0
19;45.32;25.33;41.6;14.3;6.6;21.2;23.04;0
20;50.7;25.33;27.73;14.3;6.6;21.2;23.04;0
21;48.68;25.33;27.73;14.3;6.6;21.2;23.04;0
22;44.35;25.33;27.73;14.3;6.6;21.2;23.04;0
23;41.74;25.33;27.73;14.3;6.6;21.2;23.04;0
0;37.69;25.1;17.11;9.2;5;32.4;42.84;0
1;32.7;25.1;17.11;9.2;5;32.4;42.84;0
2;31.00;25.1;17.11;9.2;5;32.4;42.84;0
3;29.69;25.1;17.11;9.2;5;32.4;42.84;0
4;28.4;25.1;17.11;9.2;5;32.4;42.84;0
5;28.28;25.1;17.11;9.2;5;32.4;42.84;0
6;29.01;25.1;17.11;9.2;5;32.4;42.84;0
7;31.00;25.1;17.11;9.2;5;32.4;42.84;0
8;40.00;25.1;34.23;9.2;5;32.4;42.84;0
9;41.87;25.1;34.23;9.2;5;32.4;42.84;84
10;42.67;25.1;51.34;9.2;5;32.4;42.84;263.01
11;42.67;25.1;51.34;9.2;5;32.4;42.84;389.01
12;42.01;25.1;51.34;9.2;5;32.4;42.84;485.01
13;41.92;25.1;51.34;9.2;5;32.4;42.84;520.01
14;42.45;25.1;34.23;9.2;5;32.4;42.84;509.01
15;41.06;25.1;34.23;9.2;5;32.4;42.84;410.01
16;41.04;25.1;34.23;9.2;5;32.4;42.84;283.01
17;41.06;25.1;51.34;9.2;5;32.4;42.84;112.01
18;41.6;25.1;51.34;9.2;5;32.4;42.84;0
19;43.51;25.1;51.34;9.2;5;32.4;42.84;0
20;50.00;25.1;34.23;9.2;5;32.4;42.84;0
21;49.95;25.1;34.23;9.2;5;32.4;42.84;0
22;46.03;25.1;34.23;9.2;5;32.4;42.84;0
23;42.67;25.1;34.23;9.2;5;32.4;42.84;0
0;37.92;24.84;17.44;12.8;7.4;52.5;20.16;0
1;38.7;24.84;17.44;12.8;7.4;52.5;20.16;0
2;36.67;24.84;17.44;12.8;7.4;52.5;20.16;0
3;35.76;24.84;17.44;12.8;7.4;52.5;20.16;0
4;33.85;24.84;17.44;12.8;7.4;52.5;20.16;0
5;33.7;24.84;17.44;12.8;7.4;52.5;20.16;0
6;35.04;24.84;17.44;12.8;7.4;52.5;20.16;0
7;40.55;24.84;17.44;12.8;7.4;52.5;20.16;0
8;49.26;24.84;34.88;12.8;7.4;52.5;20.16;0
9;52.98;24.84;34.88;12.8;7.4;52.5;20.16;80
10;53.69;24.84;52.32;12.8;7.4;52.5;20.16;262.01
11;53.68;24.84;52.32;12.8;7.4;52.5;20.16;386.01
12;52.48;24.84;52.32;12.8;7.4;52.5;20.16;498.01
13;50.77;24.84;52.32;12.8;7.4;52.5;20.16;496.01
14;49.97;24.84;34.88;12.8;7.4;52.5;20.16;508.01
15;50.00;24.84;34.88;12.8;7.4;52.5;20.16;420.01
16;52.4;24.84;34.88;12.8;7.4;52.5;20.16;308.01
17;53.2;24.84;52.32;12.8;7.4;52.5;20.16;133.01
18;55.08;24.84;52.32;12.8;7.4;52.5;20.16;0
19;58.1;24.84;52.32;12.8;7.4;52.5;20.16;0
20;59.58;24.84;34.88;12.8;7.4;52.5;20.16;0
21;52.52;24.84;34.88;12.8;7.4;52.5;20.16;0
22;49.26;24.84;34.88;12.8;7.4;52.5;20.16;0
23;44.48;24.84;34.88;12.8;7.4;52.5;20.16;0
0;42.79;24.94;17.01;14.5;7.7;11;23.04;0
1;54.01;24.94;17.01;14.5;7.7;11;23.04;0
2;50.00;24.94;17.01;14.5;7.7;11;23.04;0
3;46.22;24.94;17.01;14.5;7.7;11;23.04;0
4;45.97;24.94;17.01;14.5;7.7;11;23.04;0
5;44.94;24.94;17.01;14.5;7.7;11;23.04;0
6;46.16;24.94;17.01;14.5;7.7;11;23.04;0
7;49.00;24.94;17.01;14.5;7.7;11;23.04;0
8;58.74;24.94;34.02;14.5;7.7;11;23.04;0
9;62.48;24.94;34.02;14.5;7.7;11;23.04;51
10;60.98;24.94;51.04;14.5;7.7;11;23.04;218
11;60.11;24.94;51.04;14.5;7.7;11;23.04;370.01
12;57.42;24.94;51.04;14.5;7.7;11;23.04;349.01
13;55.36;24.94;51.04;14.5;7.7;11;23.04;238
14;53.68;24.94;34.02;14.5;7.7;11;23.04;494.01
15;51.2;24.94;34.02;14.5;7.7;11;23.04;349.01
16;53.54;24.94;34.02;14.5;7.7;11;23.04;185
17;54.75;24.94;51.04;14.5;7.7;11;23.04;108
18;55.87;24.94;51.04;14.5;7.7;11;23.04;0
19;58.37;24.94;51.04;14.5;7.7;11;23.04;0
20;60.4;24.94;34.02;14.5;7.7;11;23.04;0
21;57.01;24.94;34.02;14.5;7.7;11;23.04;0
22;56.7;24.94;34.02;14.5;7.7;11;23.04;0
23;53.57;24.94;34.02;14.5;7.7;11;23.04;0
0;48.42;24.63;16.76;14.5;5.6;0.6;7.92;0
1;50.5;24.63;16.76;14.5;5.6;0.6;7.92;0
2;46.00;24.63;16.76;14.5;5.6;0.6;7.92;0
3;43.75;24.63;16.76;14.5;5.6;0.6;7.92;0
4;42.04;24.63;16.76;14.5;5.6;0.6;7.92;0
5;42.98;24.63;16.76;14.5;5.6;0.6;7.92;0
6;44.51;24.63;16.76;14.5;5.6;0.6;7.92;0
7;46.16;24.63;16.76;14.5;5.6;0.6;7.92;0
8;57.34;24.63;33.52;14.5;5.6;0.6;7.92;0
9;62.3;24.63;33.52;14.5;5.6;0.6;7.92;63
10;62.00;24.63;50.28;14.5;5.6;0.6;7.92;196
11;60.98;24.63;50.28;14.5;5.6;0.6;7.92;314.01
12;58.84;24.63;50.28;14.5;5.6;0.6;7.92;448.01
13;56.61;24.63;50.28;14.5;5.6;0.6;7.92;490.01
14;53.29;24.63;33.52;14.5;5.6;0.6;7.92;490.01
15;52.00;24.63;33.52;14.5;5.6;0.6;7.92;341.01
16;53.06;24.63;33.52;14.5;5.6;0.6;7.92;279.01
17;54.01;24.63;50.28;14.5;5.6;0.6;7.92;127.01
18;57.08;24.63;50.28;14.5;5.6;0.6;7.92;0
19;60.97;24.63;50.28;14.5;5.6;0.6;7.92;0
20;59.97;24.63;33.52;14.5;5.6;0.6;7.92;0
21;57.35;24.63;33.52;14.5;5.6;0.6;7.92;0
22;59.01;24.63;33.52;14.5;5.6;0.6;7.92;0
23;55.87;24.63;33.52;14.5;5.6;0.6;7.92;0
0;52.32;24.31;16.59;16;8.3;0;6.84;0
1;51.92;24.31;16.59;16;8.3;0;6.84;0
2;49.57;24.31;16.59;16;8.3;0;6.84;0
3;46.92;24.31;16.59;16;8.3;0;6.84;0
4;45.99;24.31;16.59;16;8.3;0;6.84;0
5;44.94;24.31;16.59;16;8.3;0;6.84;0
6;44.94;24.31;16.59;16;8.3;0;6.84;0
7;44.75;24.31;16.59;16;8.3;0;6.84;0
8;41.96;24.31;33.18;16;8.3;0;6.84;0
9;42.42;24.31;33.18;16;8.3;0;6.84;99.01
10;44.97;24.31;49.77;16;8.3;0;6.84;262.01
11;48.42;24.31;49.77;16;8.3;0;6.84;414.01
12;48.81;24.31;49.77;16;8.3;0;6.84;507.01
13;49.87;24.31;49.77;16;8.3;0;6.84;541.02
14;49.87;24.31;33.18;16;8.3;0;6.84;532.02
15;49.51;24.31;33.18;16;8.3;0;6.84;444.01
16;46.61;24.31;33.18;16;8.3;0;6.84;307.01
17;45.98;24.31;49.77;16;8.3;0;6.84;133.01
18;47.84;24.31;49.77;16;8.3;0;6.84;0
19;51.02;24.31;49.77;16;8.3;0;6.84;0
20;52.98;24.31;33.18;16;8.3;0;6.84;0
21;53.7;24.31;33.18;16;8.3;0;6.84;0
22;53.68;24.31;33.18;16;8.3;0;6.84;0
23;50.52;24.31;33.18;16;8.3;0;6.84;0
0;49.02;24.31;14.79;14.2;10.2;0;9;0
1;48.00;24.31;14.79;14.2;10.2;0;9;0
2;45.09;24.31;14.79;14.2;10.2;0;9;0
3;43.9;24.31;14.79;14.2;10.2;0;9;0
4;43.9;24.31;14.79;14.2;10.2;0;9;0
5;38.00;24.31;14.79;14.2;10.2;0;9;0
6;37.8;24.31;14.79;14.2;10.2;0;9;0
7;36.6;24.31;14.79;14.2;10.2;0;9;0
8;34.1;24.31;29.57;14.2;10.2;0;9;0
9;34.1;24.31;29.57;14.2;10.2;0;9;96
10;37.2;24.31;44.36;14.2;10.2;0;9;273.01
11;40.12;24.31;44.36;14.2;10.2;0;9;414.01
12;41.35;24.31;44.36;14.2;10.2;0;9;511.01
13;41.86;24.31;44.36;14.2;10.2;0;9;551.01
14;38.23;24.31;29.57;14.2;10.2;0;9;518.01
15;36.03;24.31;29.57;14.2;10.2;0;9;392.01
16;34.56;24.31;29.57;14.2;10.2;0;9;263.01
17;33.43;24.31;44.36;14.2;10.2;0;9;144.01
18;39.99;24.31;44.36;14.2;10.2;0;9;0
19;42.00;24.31;44.36;14.2;10.2;0;9;0
20;44.43;24.31;29.57;14.2;10.2;0;9;0
21;46.03;24.31;29.57;14.2;10.2;0;9;0
22;45.05;24.31;29.57;14.2;10.2;0;9;0
23;41.82;24.31;29.57;14.2;10.2;0;9;0
0;36.6;24.31;13.6;18.2;9;0;10.08;0
1;35.3;24.31;13.6;18.2;9;0;10.08;0
2;33.28;24.31;13.6;18.2;9;0;10.08;0
3;32.00;24.31;13.6;18.2;9;0;10.08;0
4;31.6;24.31;13.6;18.2;9;0;10.08;0
5;31.6;24.31;13.6;18.2;9;0;10.08;0
6;32.11;24.31;13.6;18.2;9;0;10.08;0
7;34.7;24.31;13.6;18.2;9;0;10.08;0
8;42.2;24.31;27.19;18.2;9;0;10.08;0
9;45.73;24.31;27.19;18.2;9;0;10.08;77
10;45.5;24.31;40.79;18.2;9;0;10.08;182
11;44.68;24.31;40.79;18.2;9;0;10.08;437.01
12;43.19;24.31;40.79;18.2;9;0;10.08;373
13;42.91;24.31;40.79;18.2;9;0;10.08;536.01
14;41.91;24.31;27.19;18.2;9;0;10.08;522.01
15;39.87;24.31;27.19;18.2;9;0;10.08;290
16;38.99;24.31;27.19;18.2;9;0;10.08;316.01
17;40.01;24.31;40.79;18.2;9;0;10.08;142.01
18;42.5;24.31;40.79;18.2;9;0;10.08;0
19;45.46;24.31;40.79;18.2;9;0;10.08;0
20;47.12;24.31;27.19;18.2;9;0;10.08;0
21;43.72;24.31;27.19;18.2;9;0;10.08;0
22;40.25;24.31;27.19;18.2;9;0;10.08;0
23;36.53;24.31;27.19;18.2;9;0;10.08;0
0;33.01;24.52;16.3;18.4;7.9;0;14.04;0
1;27.79;24.52;16.3;18.4;7.9;0;14.04;0
2;26.84;24.52;16.3;18.4;7.9;0;14.04;0
3;25.64;24.52;16.3;18.4;7.9;0;14.04;0
4;24.99;24.52;16.3;18.4;7.9;0;14.04;0
5;25.00;24.52;16.3;18.4;7.9;0;14.04;0
6;26.32;24.52;16.3;18.4;7.9;0;14.04;0
7;31.3;24.52;16.3;18.4;7.9;0;14.04;0
8;41.94;24.52;32.61;18.4;7.9;0;14.04;0
9;44.94;24.52;32.61;18.4;7.9;0;14.04;61
10;44.33;24.52;48.91;18.4;7.9;0;14.04;218
11;42.98;24.52;48.91;18.4;7.9;0;14.04;351.01
12;42.18;24.52;48.91;18.4;7.9;0;14.04;166
13;41.89;24.52;48.91;18.4;7.9;0;14.04;254
14;40.01;24.52;32.61;18.4;7.9;0;14.04;524.01
15;38.01;24.52;32.61;18.4;7.9;0;14.04;444.01
16;38.51;24.52;32.61;18.4;7.9;0;14.04;307.01
17;40.01;24.52;48.91;18.4;7.9;0;14.04;128
18;41.89;24.52;48.91;18.4;7.9;0;14.04;0
19;44.00;24.52;48.91;18.4;7.9;0;14.04;0
20;48.47;24.52;32.61;18.4;7.9;0;14.04;0
21;51.00;24.52;32.61;18.4;7.9;0;14.04;0
22;47.26;24.52;32.61;18.4;7.9;0;14.04;0
23;44.94;24.52;32.61;18.4;7.9;0;14.04;0
0;43.05;24.58;16.3;17.9;13.9;0;27;0
1;42.33;24.58;16.3;17.9;13.9;0;27;0
2;31.6;24.58;16.3;17.9;13.9;0;27;0
3;31.2;24.58;16.3;17.9;13.9;0;27;0
4;30.00;24.58;16.3;17.9;13.9;0;27;0
5;29.99;24.58;16.3;17.9;13.9;0;27;0
6;31.28;24.58;16.3;17.9;13.9;0;27;0
7;35.00;24.58;16.3;17.9;13.9;0;27;0
8;42.03;24.58;32.59;17.9;13.9;0;27;0
9;44.72;24.58;32.59;17.9;13.9;0;27;108.01
10;44.01;24.58;48.89;17.9;13.9;0;27;275.01
11;43.41;24.58;48.89;17.9;13.9;0;27;416.01
12;42.71;24.58;48.89;17.9;13.9;0;27;491.01
13;41.45;24.58;48.89;17.9;13.9;0;27;530.01
14;41.94;24.58;32.59;17.9;13.9;0;27;450.01
15;39.77;24.58;32.59;17.9;13.9;0;27;354
16;38.11;24.58;32.59;17.9;13.9;0;27;147
17;39.02;24.58;48.89;17.9;13.9;0;27;71
18;42.79;24.58;48.89;17.9;13.9;0;27;0
19;45.01;24.58;48.89;17.9;13.9;0;27;0
20;45.1;24.58;32.59;17.9;13.9;0;27;0
21;46.47;24.58;32.59;17.9;13.9;0;27;0
22;45.05;24.58;32.59;17.9;13.9;0;27;0
23;43.03;24.58;32.59;17.9;13.9;0;27;0
0;38.49;23.92;15.99;22.4;14.6;0;16.92;0
1;31.9;23.92;15.99;22.4;14.6;0;16.92;0
2;31.00;23.92;15.99;22.4;14.6;0;16.92;0
3;26.9;23.92;15.99;22.4;14.6;0;16.92;0
4;26.2;23.92;15.99;22.4;14.6;0;16.92;0
5;25.9;23.92;15.99;22.4;14.6;0;16.92;0
6;27.01;23.92;15.99;22.4;14.6;0;16.92;0
7;33.15;23.92;15.99;22.4;14.6;0;16.92;0
8;44.27;23.92;31.98;22.4;14.6;0;16.92;0
9;45.17;23.92;31.98;22.4;14.6;0;16.92;64
10;45.29;23.92;47.97;22.4;14.6;0;16.92;148
11;44.1;23.92;47.97;22.4;14.6;0;16.92;175
12;43.04;23.92;47.97;22.4;14.6;0;16.92;271
13;41.62;23.92;47.97;22.4;14.6;0;16.92;109
14;40.08;23.92;31.98;22.4;14.6;0;16.92;88
15;37.53;23.92;31.98;22.4;14.6;0;16.92;71
16;35.51;23.92;31.98;22.4;14.6;0;16.92;51
17;37.38;23.92;47.97;22.4;14.6;0;16.92;49
18;39.7;23.92;47.97;22.4;14.6;0;16.92;0
19;43.01;23.92;47.97;22.4;14.6;0;16.92;0
20;43.32;23.92;31.98;22.4;14.6;0;16.92;0
21;45.01;23.92;31.98;22.4;14.6;0;16.92;0
22;43.23;23.92;31.98;22.4;14.6;0;16.92;0
23;43.01;23.92;31.98;22.4;14.6;0;16.92;0
0;37.44;23.67;15.69;22.4;13.1;0;20.16;0
1;35.00;23.67;15.69;22.4;13.1;0;20.16;0
2;30.61;23.67;15.69;22.4;13.1;0;20.16;0
3;28.95;23.67;15.69;22.4;13.1;0;20.16;0
4;27.00;23.67;15.69;22.4;13.1;0;20.16;0
5;27.11;23.67;15.69;22.4;13.1;0;20.16;0
6;30.00;23.67;15.69;22.4;13.1;0;20.16;0
7;32.94;23.67;15.69;22.4;13.1;0;20.16;0
8;40.05;23.67;31.39;22.4;13.1;0;20.16;0
9;42.63;23.67;31.39;22.4;13.1;0;20.16;98
10;43.2;23.67;47.08;22.4;13.1;0;20.16;261.01
11;43.2;23.67;47.08;22.4;13.1;0;20.16;424.01
12;42.63;23.67;47.08;22.4;13.1;0;20.16;532.01
13;40.07;23.67;47.08;22.4;13.1;0;20.16;562.01
14;39.91;23.67;31.39;22.4;13.1;0;20.16;560.02
15;39.91;23.67;31.39;22.4;13.1;0;20.16;470.01
16;38.27;23.67;31.39;22.4;13.1;0;20.16;310.01
17;38.77;23.67;47.08;22.4;13.1;0;20.16;139
18;40.1;23.67;47.08;22.4;13.1;0;20.16;0
19;41.02;23.67;47.08;22.4;13.1;0;20.16;0
20;41.89;23.67;31.39;22.4;13.1;0;20.16;0
21;41.6;23.67;31.39;22.4;13.1;0;20.16;0
22;40.03;23.67;31.39;22.4;13.1;0;20.16;0
23;37.1;23.67;31.39;22.4;13.1;0;20.16;0
0;31.6;23.81;15.44;24;14.3;0;18;0
1;26.03;23.81;15.44;24;14.3;0;18;0
2;24.91;23.81;15.44;24;14.3;0;18;0
3;22.00;23.81;15.44;24;14.3;0;18;0
4;20.5;23.81;15.44;24;14.3;0;18;0
5;18.69;23.81;15.44;24;14.3;0;18;0
6;20.83;23.81;15.44;24;14.3;0;18;0
7;23.6;23.81;15.44;24;14.3;0;18;0
8;25.51;23.81;30.88;24;14.3;0;18;0
9;25.99;23.81;30.88;24;14.3;0;18;125.01
10;30.1;23.81;46.31;24;14.3;0;18;297.01
11;32.21;23.81;46.31;24;14.3;0;18;412.01
12;32.21;23.81;46.31;24;14.3;0;18;528.01
13;30.00;23.81;46.31;24;14.3;0;18;564.01
14;29.1;23.81;30.88;24;14.3;0;18;537.01
15;27.8;23.81;30.88;24;14.3;0;18;405.01
16;26.13;23.81;30.88;24;14.3;0;18;254
17;28.27;23.81;46.31;24;14.3;0;18;70
18;30.03;23.81;46.31;24;14.3;0;18;0
19;36.63;23.81;46.31;24;14.3;0;18;0
20;39.63;23.81;30.88;24;14.3;0;18;0
21;40.1;23.81;30.88;24;14.3;0;18;0
22;39.83;23.81;30.88;24;14.3;0;18;0
23;38.25;23.81;30.88;24;14.3;0;18;0
0;33.21;23.81;13.7;27.3;13.9;0;21.96;0
1;30.37;23.81;13.7;27.3;13.9;0;21.96;0
2;24.91;23.81;13.7;27.3;13.9;0;21.96;0
3;19.5;23.81;13.7;27.3;13.9;0;21.96;0
4;14.71;23.81;13.7;27.3;13.9;0;21.96;0
5;11.00;23.81;13.7;27.3;13.9;0;21.96;0
6;14.00;23.81;13.7;27.3;13.9;0;21.96;0
7;20.45;23.81;13.7;27.3;13.9;0;21.96;0
8;21.52;23.81;27.39;27.3;13.9;0;21.96;0
9;22.00;23.81;27.39;27.3;13.9;0;21.96;124.01
10;25.51;23.81;41.09;27.3;13.9;0;21.96;296.01
11;28.03;23.81;41.09;27.3;13.9;0;21.96;441.01
12;29.23;23.81;41.09;27.3;13.9;0;21.96;541.01
13;28.03;23.81;41.09;27.3;13.9;0;21.96;590.01
14;27.51;23.81;27.39;27.3;13.9;0;21.96;553.01
15;27.00;23.81;27.39;27.3;13.9;0;21.96;472.01
16;23.49;23.81;27.39;27.3;13.9;0;21.96;337.01
17;25.01;23.81;41.09;27.3;13.9;0;21.96;172.01
18;29.97;23.81;41.09;27.3;13.9;0;21.96;0
19;35.02;23.81;41.09;27.3;13.9;0;21.96;0
20;42.61;23.81;27.39;27.3;13.9;0;21.96;0
21;45.19;23.81;27.39;27.3;13.9;0;21.96;0
22;45.17;23.81;27.39;27.3;13.9;0;21.96;0
23;42.02;23.81;27.39;27.3;13.9;0;21.96;0
0;36.08;23.81;12.54;25.3;13.8;0;12.96;0
1;39.2;23.81;12.54;25.3;13.8;0;12.96;0
2;30.00;23.81;12.54;25.3;13.8;0;12.96;0
3;27.00;23.81;12.54;25.3;13.8;0;12.96;0
4;26.49;23.81;12.54;25.3;13.8;0;12.96;0
5;27.00;23.81;12.54;25.3;13.8;0;12.96;0
6;30.00;23.81;12.54;25.3;13.8;0;12.96;0
7;39.2;23.81;12.54;25.3;13.8;0;12.96;0
8;42.61;23.81;25.08;25.3;13.8;0;12.96;0
9;45.13;23.81;25.08;25.3;13.8;0;12.96;128.01
10;44.61;23.81;37.62;25.3;13.8;0;12.96;299.01
11;43.62;23.81;37.62;25.3;13.8;0;12.96;430.01
12;43.61;23.81;37.62;25.3;13.8;0;12.96;540.01
13;42.83;23.81;37.62;25.3;13.8;0;12.96;516.01
14;42.47;23.81;25.08;25.3;13.8;0;12.96;496.01
15;42.14;23.81;25.08;25.3;13.8;0;12.96;419.01
16;42.03;23.81;25.08;25.3;13.8;0;12.96;277.01
17;42.27;23.81;37.62;25.3;13.8;0;12.96;169.01
18;42.71;23.81;37.62;25.3;13.8;0;12.96;0
19;44.57;23.81;37.62;25.3;13.8;0;12.96;0
20;49.98;23.81;25.08;25.3;13.8;0;12.96;0
21;50.77;23.81;25.08;25.3;13.8;0;12.96;0
22;50.00;23.81;25.08;25.3;13.8;0;12.96;0
23;44.99;23.81;25.08;25.3;13.8;0;12.96;0
0;42.61;23.15;14.68;25.9;13;0;6.84;0
1;41.01;23.15;14.68;25.9;13;0;6.84;0
2;35.91;23.15;14.68;25.9;13;0;6.84;0
3;32.19;23.15;14.68;25.9;13;0;6.84;0
4;30.8;23.15;14.68;25.9;13;0;6.84;0
5;30.23;23.15;14.68;25.9;13;0;6.84;0
6;30.53;23.15;14.68;25.9;13;0;6.84;0
7;37.91;23.15;14.68;25.9;13;0;6.84;0
8;42.25;23.15;29.35;25.9;13;0;6.84;0
9;43.5;23.15;29.35;25.9;13;0;6.84;102
10;43.17;23.15;44.03;25.9;13;0;6.84;259.01
11;42.27;23.15;44.03;25.9;13;0;6.84;403.01
12;41.07;23.15;44.03;25.9;13;0;6.84;493.01
13;40.07;23.15;44.03;25.9;13;0;6.84;571.01
14;38.00;23.15;29.35;25.9;13;0;6.84;529.01
15;33.01;23.15;29.35;25.9;13;0;6.84;461.01
16;30.53;23.15;29.35;25.9;13;0;6.84;327.01
17;33.01;23.15;44.03;25.9;13;0;6.84;164.01
18;39.92;23.15;44.03;25.9;13;0;6.84;0
19;41.3;23.15;44.03;25.9;13;0;6.84;0
20;42.45;23.15;29.35;25.9;13;0;6.84;0
21;42.83;23.15;29.35;25.9;13;0;6.84;0
22;42.25;23.15;29.35;25.9;13;0;6.84;0
23;40.01;23.15;29.35;25.9;13;0;6.84;0
0;33.5;23.3;15.06;27.4;12.6;0;7.92;0
1;27.1;23.3;15.06;27.4;12.6;0;7.92;0
2;25.00;23.3;15.06;27.4;12.6;0;7.92;0
3;24.43;23.3;15.06;27.4;12.6;0;7.92;0
4;23.63;23.3;15.06;27.4;12.6;0;7.92;0
5;24.83;23.3;15.06;27.4;12.6;0;7.92;0
6;26.62;23.3;15.06;27.4;12.6;0;7.92;0
7;35.00;23.3;15.06;27.4;12.6;0;7.92;0
8;41.14;23.3;30.13;27.4;12.6;0;7.92;0
9;43.5;23.3;30.13;27.4;12.6;0;7.92;135.01
10;42.14;23.3;45.19;27.4;12.6;0;7.92;310.01
11;41.37;23.3;45.19;27.4;12.6;0;7.92;456.01
12;40.00;23.3;45.19;27.4;12.6;0;7.92;552.01
13;37.07;23.3;45.19;27.4;12.6;0;7.92;596.01
14;36.39;23.3;30.13;27.4;12.6;0;7.92;565.01
15;35.17;23.3;30.13;27.4;12.6;0;7.92;487.01
16;37.13;23.3;30.13;27.4;12.6;0;7.92;357.01
17;40.25;23.3;45.19;27.4;12.6;0;7.92;186.01
18;42.19;23.3;45.19;27.4;12.6;0;7.92;0
19;45.38;23.3;45.19;27.4;12.6;0;7.92;0
20;45.66;23.3;30.13;27.4;12.6;0;7.92;0
21;45.01;23.3;30.13;27.4;12.6;0;7.92;0
22;43.51;23.3;30.13;27.4;12.6;0;7.92;0
23;40.82;23.3;30.13;27.4;12.6;0;7.92;0
0;40.34;23.71;15.29;16.3;9.5;0.2;9;0
1;35.00;23.71;15.29;16.3;9.5;0.2;9;0
2;30.31;23.71;15.29;16.3;9.5;0.2;9;0
3;28.15;23.71;15.29;16.3;9.5;0.2;9;0
4;26.95;23.71;15.29;16.3;9.5;0.2;9;0
5;26.00;23.71;15.29;16.3;9.5;0.2;9;0
6;28.00;23.71;15.29;16.3;9.5;0.2;9;0
7;33.00;23.71;15.29;16.3;9.5;0.2;9;0
8;43.15;23.71;30.58;16.3;9.5;0.2;9;0
9;44.51;23.71;30.58;16.3;9.5;0.2;9;119
10;44.8;23.71;45.87;16.3;9.5;0.2;9;305.01
11;42.38;23.71;45.87;16.3;9.5;0.2;9;459.01
12;40.81;23.71;45.87;16.3;9.5;0.2;9;542.01
13;39.25;23.71;45.87;16.3;9.5;0.2;9;562.01
14;38.01;23.71;30.58;16.3;9.5;0.2;9;450.01
15;37.94;23.71;30.58;16.3;9.5;0.2;9;387.01
16;38.06;23.71;30.58;16.3;9.5;0.2;9;238
17;39.09;23.71;45.87;16.3;9.5;0.2;9;128
18;42.51;23.71;45.87;16.3;9.5;0.2;9;13
19;46.83;23.71;45.87;16.3;9.5;0.2;9;0
20;47.21;23.71;30.58;16.3;9.5;0.2;9;0
21;45.95;23.71;30.58;16.3;9.5;0.2;9;0
22;45.47;23.71;30.58;16.3;9.5;0.2;9;0
23;42.71;23.71;30.58;16.3;9.5;0.2;9;0
0;41.21;23.5;15.51;15.9;7.6;0.1;6.84;0
1;41.21;23.5;15.51;15.9;7.6;0.1;6.84;0
2;37.05;23.5;15.51;15.9;7.6;0.1;6.84;0
3;32.19;23.5;15.51;15.9;7.6;0.1;6.84;0
4;30.55;23.5;15.51;15.9;7.6;0.1;6.84;0
5;30.55;23.5;15.51;15.9;7.6;0.1;6.84;0
6;35.55;23.5;15.51;15.9;7.6;0.1;6.84;0
7;40.09;23.5;15.51;15.9;7.6;0.1;6.84;0
8;44.8;23.5;31.02;15.9;7.6;0.1;6.84;0
9;48.11;23.5;31.02;15.9;7.6;0.1;6.84;139.01
10;47.00;23.5;46.53;15.9;7.6;0.1;6.84;315.01
11;43.01;23.5;46.53;15.9;7.6;0.1;6.84;466.01
12;41.75;23.5;46.53;15.9;7.6;0.1;6.84;562.01
13;40.5;23.5;46.53;15.9;7.6;0.1;6.84;603.01
14;38.88;23.5;31.02;15.9;7.6;0.1;6.84;112
15;37.7;23.5;31.02;15.9;7.6;0.1;6.84;240
16;36.55;23.5;31.02;15.9;7.6;0.1;6.84;104
17;37.51;23.5;46.53;15.9;7.6;0.1;6.84;111
18;40.00;23.5;46.53;15.9;7.6;0.1;6.84;12
19;42.08;23.5;46.53;15.9;7.6;0.1;6.84;0
20;44.00;23.5;31.02;15.9;7.6;0.1;6.84;0
21;44.01;23.5;31.02;15.9;7.6;0.1;6.84;0
22;43.27;23.5;31.02;15.9;7.6;0.1;6.84;0
23;41.75;23.5;31.02;15.9;7.6;0.1;6.84;0
0;38.84;23.26;15.57;14.7;8.2;0;3.96;0
1;41.03;23.26;15.57;14.7;8.2;0;3.96;0
2;40.00;23.26;15.57;14.7;8.2;0;3.96;0
3;37.01;23.26;15.57;14.7;8.2;0;3.96;0
4;34.69;23.26;15.57;14.7;8.2;0;3.96;0
5;32.75;23.26;15.57;14.7;8.2;0;3.96;0
6;33.3;23.26;15.57;14.7;8.2;0;3.96;0
